number,value,state,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq
301,0.9211193319719412,COMPLETE,0 days 00:00:00.806807,0.9648978090194955,0.16747081307771414,11,52,900,246,1.7284042732887728,9.248203744367544e-06,0.7379091670068403,2
302,0.9251418324656863,COMPLETE,0 days 00:00:00.805573,0.9466607281590839,0.1365416626465417,11,49,1300,255,0.00012238254251707402,3.2311578960578564e-08,0.7021629242869195,2
303,0.9337759626665109,COMPLETE,0 days 00:00:01.177822,0.8542056512010237,0.14682648612712598,11,46,800,241,0.00038357463716901625,2.990829030604293e-07,0.8427523040644672,2
304,0.934746129075561,COMPLETE,0 days 00:00:02.741766,0.8661157154183919,0.1521472712639968,11,45,800,243,0.00039974899976040023,3.1558026767895666e-07,0.829514302404487,2
305,0.9254250505463383,PRUNED,0 days 00:00:00.895414,0.872065688133142,0.1622640745018575,11,45,800,242,0.0005562915670998218,0.5455679845179644,0.8546333595802225,2
306,0.9292894142278582,COMPLETE,0 days 00:00:00.945452,0.8611842298043041,0.18442497629763002,11,46,800,247,0.0003770217440245592,3.702161194801521e-07,0.832646859425331,2
307,0.9176235151169397,PRUNED,0 days 00:00:00.779204,0.8324818572910831,0.15136333182512346,11,44,800,239,0.00022043029607672932,2.507547954164007e-07,0.8210298649853943,2
308,0.9217106502222858,PRUNED,0 days 00:00:00.765697,0.8599518905346425,0.18345194081511673,10,9,800,213,0.0003702376225853161,5.479116764603011e-07,0.8114801290376192,2
309,0.9305193897089934,COMPLETE,0 days 00:00:01.527393,0.8933525742238988,0.05703883905127359,11,46,900,249,0.0005712422073056396,1.7012851870290894e-07,0.8917857974247175,2
310,0.9219994852148428,PRUNED,0 days 00:00:00.971207,0.8764573262373839,0.14702357707581268,12,43,800,242,0.000938026128585556,9.616263111473931e-07,0.753089790349533,2
311,0.9282243758606642,COMPLETE,0 days 00:00:00.836398,0.8665759999719459,0.19778411876938234,11,47,800,236,0.00019430942220586102,3.0856585295772645e-07,0.864457148005011,2
312,0.929421554824066,PRUNED,0 days 00:00:00.544958,0.8429328556466837,0.07005688240062523,4,48,900,251,0.007951403593658844,0.010255133375006461,0.8457710745929344,2
313,0.9238418401242571,COMPLETE,0 days 00:00:01.153424,0.8314307217659884,0.04658456326645053,11,42,1000,202,0.0003158667390065615,3.4746007166990713e-06,0.7279593447775811,2
314,0.9214338448501757,COMPLETE,0 days 00:00:01.587038,0.5284789234820316,0.003334692272381739,12,45,800,255,0.0015246263554696464,2.012883601925971e-07,0.7333904855982785,2
315,0.9243510505254546,PRUNED,0 days 00:00:00.916473,0.8538600264300283,0.14442878518952906,12,48,900,243,0.00014583527743344173,5.920944507987907e-07,0.7167376166294849,2
316,0.9164648728049833,PRUNED,0 days 00:00:00.852546,0.8641874929314821,0.06300653765529031,12,45,800,218,0.00044473634342188657,1.0642309152020665e-07,0.8009005037227841,2
317,0.9240875452003785,PRUNED,0 days 00:00:00.677030,0.8856870762118844,0.16983290505264245,11,50,800,208,0.0007689869988824769,3.536848351350047e-07,0.792476109741492,2
318,0.9257505566855975,COMPLETE,0 days 00:00:01.096426,0.9393331622249659,0.05365832030122197,10,47,900,247,8.386739530000967e-05,1.905025884030808e-07,0.9028898171673709,2
319,0.9207447967691849,COMPLETE,0 days 00:00:00.881660,0.8148759347437178,0.03789573071800512,11,52,1400,223,0.000305850583612055,4.748049382547217e-07,0.7714400816772508,2
320,0.9253892584646352,COMPLETE,0 days 00:00:01.126221,0.5412721901929503,0.15993797851971944,12,43,500,239,0.0020601182712173486,2.636772518407905e-07,0.9163415254618246,2
321,0.9221652993260909,PRUNED,0 days 00:00:01.109059,0.702060798888102,0.04372515364385663,12,56,1300,234,0.0001759777569294189,1.2529963841246389e-07,0.6894887343328276,2
322,0.9198598060531489,PRUNED,0 days 00:00:00.763990,0.8421047850665311,0.12417482071721395,12,28,400,244,5.75949867976341e-05,7.82323576189886e-08,0.9301392068923511,2
323,0.9278347152672456,COMPLETE,0 days 00:00:00.951006,0.6220571229475733,0.1391840869475684,11,48,800,225,0.0008238721484280618,7.236757996584232e-07,0.7082576709844904,2
324,0.9189665869459557,COMPLETE,0 days 00:00:00.663726,0.500208380363527,0.07778257104013163,11,16,1400,213,9.314832812936432,1.6305386144257185e-07,0.7471386530792294,2
325,0.9283444204752554,PRUNED,0 days 00:00:00.944487,0.8720899603990615,0.05586800757621872,12,59,600,249,0.00010904645307430033,1.4933320226307053e-06,0.8897157867966762,2
326,0.9271187252168932,COMPLETE,0 days 00:00:01.024814,0.8506581301331764,0.10435334653207601,12,50,1100,232,0.00022733152844113682,3.594669878705121e-07,0.9583936602420361,2
327,0.9290703281783459,PRUNED,0 days 00:00:00.916663,0.832228560679036,0.032392062986710116,10,46,1000,200,0.0005060963419085312,2.6088950358720416e-07,0.727703104780647,2
328,0.9240555814085691,PRUNED,0 days 00:00:01.027828,0.5722008061869077,0.0676807177852403,12,54,900,255,4.0547670235993885e-05,1.1683618816785943e-07,0.6957417597954629,2
329,0.9235584340646641,COMPLETE,0 days 00:00:00.928924,0.5610371564037899,0.04792299579672365,11,51,600,238,0.00013421345264551327,4.985429978132073e-08,0.8714477710766452,2
330,0.9122542223290566,PRUNED,0 days 00:00:00.923470,0.8810252311752597,0.08926268770544397,12,44,700,244,0.0013070974059852189,5.8850144394092664e-05,0.7141159862137548,2
331,0.9255513325535945,PRUNED,0 days 00:00:00.671065,0.8599813578921868,0.13246930739995688,11,49,1400,218,0.00036230099718112063,0.005620125198306561,0.6801572317822969,2
332,0.9247061084289488,PRUNED,0 days 00:00:00.899762,0.6001774708794925,0.1601167898105148,12,47,800,250,0.00066001492953945,0.00014700517584090395,0.6650976957120825,4
333,0.9298762271742091,PRUNED,0 days 00:00:01.025542,0.8230012320357336,0.060179300749597125,10,41,700,227,8.257943094840285e-05,4.464437569477277e-07,0.7008133097166351,2
334,0.9226677782223147,PRUNED,0 days 00:00:00.909027,0.8453648622999765,0.041309679793118184,11,52,1400,235,0.00024870968926609045,0.00047417293827271216,0.7447857693457727,2
335,0.9267765608502163,COMPLETE,0 days 00:00:00.970822,0.9012167708452089,0.14903766626648976,12,45,1200,117,0.00016955362000993355,1.813804843511913e-07,0.6904161877752816,2
336,0.9308736638423044,COMPLETE,0 days 00:00:01.060560,0.9287569355392635,0.051797346137506146,10,57,300,207,2.8752777218748607e-05,7.456187806683648e-08,0.8383392171399602,2
337,0.9090867470104923,PRUNED,0 days 00:00:00.625112,0.9537710802447318,0.12547809445399324,11,49,700,246,5.1736512008953465e-05,2.8833738106550315e-07,0.7245067542325986,2
338,0.9265937741721412,PRUNED,0 days 00:00:00.740061,0.8720526129162497,0.1091003869526424,7,54,1300,241,0.002870998207111202,6.923500232896305e-07,0.6740916796969245,2
339,0.933965451757849,COMPLETE,0 days 00:00:01.257193,0.854016185557052,0.16587382196970968,12,73,900,214,0.0004176728088259233,1.430074992942394e-07,0.7603155891601607,2
340,0.9172190456669829,PRUNED,0 days 00:00:00.699804,0.8545686190891637,0.17980007020686628,12,51,900,217,0.0004673349607473966,1.3896090353693147e-07,0.7662673886609721,2
341,0.9247323764523548,COMPLETE,0 days 00:00:00.806048,0.8372777897852981,0.16860883348283562,12,48,900,221,0.00028360417381991486,1.9844233929794462e-07,0.7788596522798307,2
342,0.9259814997731326,PRUNED,0 days 00:00:00.657062,0.8552399544555549,0.150393093297259,12,65,1000,213,0.0004388840456339469,9.056054356896056e-08,0.7628906803760285,2
343,0.9220707768043376,COMPLETE,0 days 00:00:01.074611,0.8652401285332734,0.014307079722710194,12,72,900,229,0.0007192410449250736,5.722094505831579e-08,0.7430169956213172,5
344,0.9219040830454001,COMPLETE,0 days 00:00:00.679961,0.8884536769516852,0.1810352148864228,12,70,900,222,0.0001125563528084603,2.9361872077366e-07,0.7530340357636055,2
345,0.93036411072322,COMPLETE,0 days 00:00:00.914968,0.8061443487322073,0.1366387867548994,12,85,800,250,0.00020292426782245616,1.157825423399347e-07,0.7571322517062582,2
346,0.926502669733794,COMPLETE,0 days 00:00:01.083024,0.8464322358712892,0.15113172531544017,11,80,900,255,7.81291437536062e-05,1.0436955277456239e-06,0.7373743186184616,2
347,0.9061674433402116,PRUNED,0 days 00:00:00.817039,0.6758166850848002,0.19691855020037122,12,77,900,212,0.000318809975066629,4.699190521364286e-07,0.9445972370385872,2
348,0.9174010674979021,PRUNED,0 days 00:00:00.877637,0.8248697837367778,0.12417555061745918,11,42,1400,232,7.539411306510498e-07,2.107352438272488e-07,0.6508812805916143,2
349,0.9268409460363964,PRUNED,0 days 00:00:00.565357,0.8382741099748726,0.16885495752382293,12,46,1000,60,0.0001317098100682743,9.61250053729689e-08,0.7136236955514452,2
350,0.927263260903946,COMPLETE,0 days 00:00:02.451286,0.8798141787172793,0.0956285480834575,12,50,800,242,0.0010864993443887383,1.6277790076965465e-07,0.9764722645061523,2
351,0.9242334978935869,COMPLETE,0 days 00:00:00.694585,0.8619953779354325,0.1393226597461321,11,48,1300,237,0.0005693583061529579,0.0032167350044514246,0.7314825024913217,2
352,0.9151597844961219,PRUNED,0 days 00:00:00.805322,0.8494881615552078,0.11643829591000089,12,53,800,246,0.00022704235456853244,3.599599532700132e-07,0.9622979615492576,2
353,0.9240065315343671,COMPLETE,0 days 00:00:01.123215,0.8323593650490064,0.08361743955839121,11,68,1400,225,2.432120734872824e-05,1.0050962869596811e-08,0.7039823627862074,2
354,0.9200127765805408,PRUNED,0 days 00:00:01.005201,0.8685006173892066,0.16082467431744896,12,44,600,250,5.229336617385895e-05,3.8010125676525894e-08,0.7246301129302941,2
355,0.9299364410181891,COMPLETE,0 days 00:00:00.719069,0.8140737505845842,0.13288126507789144,11,52,1100,216,0.0003668919105660438,2.452171112732303e-07,0.7859900853244938,2
356,0.9260572974827672,PRUNED,0 days 00:00:01.340390,0.9415587956721877,0.10965166828376932,0,89,900,240,0.00018588390157114854,5.276512679266197e-07,0.7133754725139261,2
357,0.9236983186913684,PRUNED,0 days 00:00:00.700785,0.9216051992497123,0.07248135697480218,12,47,1400,209,6.6577857446426515e-06,9.66845310647125e-08,0.6617877937906328,2
358,0.9330015466350806,COMPLETE,0 days 00:00:01.259063,0.8592713988361675,0.15627157593005847,12,50,1300,229,8.291666964520581e-05,0.026209901535282933,0.7408964878882618,2
359,0.9230497767017575,PRUNED,0 days 00:00:01.529617,0.8429400823286917,0.15093617068410792,11,73,1300,138,7.708028034122609e-05,1.4749711445055766e-07,0.753461670035842,2
360,0.9229715337476098,COMPLETE,0 days 00:00:05.593734,0.8934252017640338,0.17744145106372872,12,50,1300,231,9.863302883512925e-05,5.326522604768556,0.743596898217078,2
361,0.9285757957466156,COMPLETE,0 days 00:00:01.622075,0.8545840151217586,0.16225990720066225,11,52,1200,153,3.4514515828572105e-05,0.18452467116956686,0.7302968442939552,2
362,0.925585374630377,PRUNED,0 days 00:00:01.270315,0.5097575172582265,0.138303648600578,12,55,1300,237,5.419841143569095e-05,0.012226990376289576,0.7372664680555132,2
363,0.9307225367278155,COMPLETE,0 days 00:00:00.867317,0.7842582507018148,0.12308436761418111,11,93,1300,227,0.00013627010952245065,0.008029301835562781,0.7713389309515314,2
364,0.9255956897800169,COMPLETE,0 days 00:00:00.908656,0.8727830928138495,0.1432252024579565,12,49,1400,233,7.574972166160216e-05,3.1566681150093295e-07,0.7483561013100934,2
365,0.9168378484250244,PRUNED,0 days 00:00:00.646369,0.824835709714011,0.17658283487632243,6,51,1300,244,0.00015106927855854777,8.10277328665375e-07,0.7216631692852273,2
366,0.9233950745585113,PRUNED,0 days 00:00:00.874614,0.9044145687353081,0.1050087817093357,12,53,1200,248,0.00021977145478204233,0.022094810952514123,0.6833467609564748,2
367,0.9292168931925248,COMPLETE,0 days 00:00:01.003423,0.7271108424505915,0.1554837366349779,11,49,700,252,3.89472001250286e-05,0.04997788284429354,0.6951727322993076,2
368,0.9099363817634016,PRUNED,0 days 00:00:00.585227,0.6464125661015072,0.12696531600767857,12,47,600,239,9.439960474767975e-05,0.015705375313296577,0.8225343566584461,2
369,0.9308953206376833,PRUNED,0 days 00:00:00.887391,0.8473870181247917,0.1939480792668591,11,55,500,228,1.8026173713586172e-05,6.352817243208469e-06,0.7089908666843899,2
370,0.9283954250607991,COMPLETE,0 days 00:00:00.791665,0.8358613023575762,0.14519519882221912,12,51,800,244,2.551912751294742e-06,6.419868900340979e-08,0.7637368261231924,1
371,0.9187404763869078,PRUNED,0 days 00:00:00.705149,0.9728253953077081,0.09724154872764154,10,49,1400,235,0.00031437762918865735,1.767937443356377e-07,0.7403101772409889,2
372,0.9241534793570662,COMPLETE,0 days 00:00:00.596363,0.8638645862293499,0.11712834246631922,2,46,1300,223,1.0239638340944404e-05,0.17625643674059802,0.720303690532397,2
373,0.9308374366267148,COMPLETE,0 days 00:00:01.004568,0.9336742805205307,0.1652771363554914,11,53,600,255,0.00013433764949828146,0.03021282792611955,0.6713251294303723,2
374,0.9222026822353528,PRUNED,0 days 00:00:01.022108,0.8558656014038907,0.13021954948122502,12,50,700,205,6.665604424029695e-05,3.7526242173750934e-07,0.7011493362772063,2
375,0.9271742852960997,COMPLETE,0 days 00:00:01.132802,0.878660422192261,0.06396979649504612,12,47,800,249,0.00046050584815782804,2.3388230776095765e-07,0.6898326506420913,2
376,0.9296304147399002,COMPLETE,0 days 00:00:00.858859,0.8192822819114306,0.1539391917845608,11,57,1400,239,0.00023966008766462252,1.5167157742092803e-07,0.7327551565072911,2
377,0.9268115124754629,PRUNED,0 days 00:00:00.996592,0.8014478823724775,0.11110091895753757,12,45,700,191,2.6808512821539338e-05,0.09685462375414779,0.754151813277864,2
378,0.92765910375381,PRUNED,0 days 00:00:00.821479,0.8444770226714706,0.1377177325794759,12,51,1400,245,0.00010453368197918868,4.977764521190575e-07,0.6758684581799318,2
379,0.9275253730935887,COMPLETE,0 days 00:00:00.895906,0.6633996621553506,0.08834523672277303,11,48,800,232,4.638296589162484e-05,2.401158388148243,0.7056449877589992,2
380,0.9290092326635384,COMPLETE,0 days 00:00:01.085022,0.8697497988459674,0.17605389270334945,12,54,1300,251,0.0001822331370598172,7.792023917961087e-08,0.6408468374161527,2
381,0.9225842396790136,COMPLETE,0 days 00:00:00.879939,0.9126344384579042,0.12392656101711522,10,43,700,221,0.0003504093623876226,1.1431631592833226e-07,0.6584609464994778,2
382,0.9192260480514018,PRUNED,0 days 00:00:01.165579,0.8347267782362583,0.19743103720542307,11,74,600,244,0.000547946767841444,2.4641410826634985e-07,0.6842280991502947,2
383,0.9288624192706129,COMPLETE,0 days 00:00:01.817994,0.9895000226481789,0.14647425330697245,5,80,800,196,0.00015267236727570314,7.159831610215075e-07,0.807355798813678,2
384,0.9252896464829514,PRUNED,0 days 00:00:00.901288,0.8569093190343255,0.058302319059110826,12,49,700,146,0.0002493418296571435,4.811036595124164e-08,0.7139193695609719,2
385,0.9224950502718293,COMPLETE,0 days 00:00:01.149678,0.7142315472517111,0.10189766740949932,12,51,1400,227,6.120719141799988e-05,1.4063501265735113e-06,0.723464171077002,2
386,0.9245052138734878,PRUNED,0 days 00:00:00.947298,0.8841642755774208,0.07981321606971417,11,45,1200,235,9.17223358492776e-08,3.006938056567415e-07,0.6935573448758182,2
387,0.9288614427354204,COMPLETE,0 days 00:00:01.408759,0.8639105803104523,0.15818282012327295,12,53,1500,241,0.0007460015236739022,2.3129807043901514e-06,0.7018090002917742,2
388,0.9241862539134784,COMPLETE,0 days 00:00:00.999078,0.9221869160025569,0.13156485225352268,12,47,700,176,3.793792382573108,1.3232581767976442e-05,0.8809949115967088,2
389,0.9069480133624257,PRUNED,0 days 00:00:01.029810,0.548466310217778,0.04510478690128214,10,55,1400,255,1.2619947765700394e-05,1.4877207585979568e-07,0.7423943961346922,1
390,0.9251620788758826,COMPLETE,0 days 00:00:01.048496,0.8510330304834076,0.17137078622484544,11,63,700,214,0.08083907285690475,0.3644250216515381,0.6811107506883239,2
391,0.9128420233301359,PRUNED,0 days 00:00:01.679812,0.8957495570006065,0.11534894961241651,12,60,800,248,0.000105103845111388,4.325624637199428e-05,0.8653421392432898,2
392,0.929959225037719,COMPLETE,0 days 00:00:01.241311,0.840844684614669,0.006036545985908768,11,30,1300,202,2.0531232385890303e-05,4.315551446693525e-07,0.7294210997158147,2
393,0.9320714837221442,COMPLETE,0 days 00:00:02.369502,0.8293381258528625,0.06795469032722869,12,49,600,237,0.0003819007772230002,9.183977816675126e-08,0.6695540202247604,2
394,0.9212585825239579,COMPLETE,0 days 00:00:01.211535,0.8276087364314537,0.092730948617183,12,46,200,236,0.0003142445670464837,6.155939909153796e-08,0.6643854171147802,2
395,0.9312948939013844,COMPLETE,0 days 00:00:01.137711,0.8118720670666709,0.06967027156723316,4,50,600,231,0.0004517112878013322,7.993816969048615e-08,0.650022476222531,2
396,0.9308333871731941,COMPLETE,0 days 00:00:01.043195,0.8202459195153223,0.14298319143832833,12,44,600,163,4.729062809613091e-06,1.352827167946106e-07,0.670160575669386,2
397,0.926226966831469,PRUNED,0 days 00:00:00.891504,0.8314412406438655,0.12351036724162727,12,48,600,239,0.0001973038740492461,4.2969920719212514e-08,0.6797034309238557,2
398,0.920684943354009,PRUNED,0 days 00:00:00.954833,0.838673339239124,0.07829547228663486,12,42,600,245,0.0003161829911967453,1.0073719268106352e-07,0.689980313708489,4
399,0.9178294486322032,PRUNED,0 days 00:00:00.769976,0.8487493787894161,0.16145212397646702,12,83,600,241,0.00015139211715589122,9.61250053729689e-08,0.6739691683728399,2
